PC1,PC2,PC3,PC4,Tissue,age
5.8438347614029045,-22.873021114472458,-39.63376603679338,15.046418405441763,Thyroid,50-59
-14.893204336874552,-14.300904216256928,-41.74100110524034,2.7739103825641758,Thyroid,50-59
2.2316579033929957,-19.047817437173318,-48.78929785164336,13.781512220956182,Thyroid,50-59
8.033092511540065,-12.1504421715568,-40.530066650618245,20.422680733004317,Thyroid,50-59
-21.00613289470556,29.070423518976494,-34.50934817171111,12.007859459381885,Thyroid,40-49
-84.84933815398877,123.76583792622897,21.213806803359358,-10.837844519059557,Blood,50-59
-92.67202097740824,120.51262343952897,29.48289980440735,-15.485506645801191,Blood,40-49
-101.52622951569634,113.19358527198364,29.75602163360967,-26.234649528846823,Blood,50-59
-72.79222539514421,123.45568520039276,27.53271487909876,3.883325088814214,Blood,60-69
-82.33519027306876,115.25986412065845,21.75261137542252,-8.740214513028869,Blood,60-69
-89.59054847138209,111.71037196397363,25.82153703025359,-17.38633415530288,Blood,50-59
-92.00098630281764,117.42920078257899,25.76219682945471,-13.422525726431834,Blood,60-69
-81.70267787482697,120.32144718266358,24.376299958662045,-6.49101940798869,Blood,50-59
-87.20884565961379,110.22684937423284,21.742531233093082,-20.22807597386544,Blood,50-59
-95.93771708287673,124.57331703276708,24.419378545468007,-19.402539906799433,Blood,40-49
-98.0582606609264,125.69255159195795,33.72186683290549,-15.507419808152218,Blood,50-59
-94.52206737044031,113.0117320441195,28.69654381996257,-25.735168301129978,Blood,50-59
-86.63018789803898,105.28076918060013,26.50734644197838,-20.134387045814027,Blood,60-69
-92.25194357646963,117.84352820292453,22.236428892321932,-17.16057266500988,Blood,60-69
-79.16869683235021,122.13784004521075,28.409284426861003,-1.3974467324214481,Blood,50-59
-81.44328823969396,115.25477315046211,25.778882594586392,-3.988239497806678,Blood,70-79
-83.57698541890363,118.35794789593943,24.10401708687388,-11.069884091714739,Blood,60-69
-89.85592268899313,110.45247989573153,31.068701843113384,-8.60398318405076,Blood,60-69
-78.44318730801527,96.69535959574682,30.920288783987218,-12.32246913661199,Blood,70-79
-90.96584377350818,133.15548759450115,26.218783647956734,-16.053529030111587,Blood,50-59
-83.99462912949112,130.51509230409275,28.095940505844318,-0.1571085202371995,Blood,60-69
-101.32555462593025,117.71817792720277,30.211794039215444,-32.040314925696734,Blood,60-69
-85.33865561560583,107.220746294104,32.04609923424557,-8.546358682631807,Blood,60-69
-86.97979283380987,116.39377021026677,31.158414973115114,-9.982416140206757,Blood,50-59
-90.34992191747004,111.70458821492583,29.435426834322634,-18.71376243499968,Blood,60-69
-82.89807139674913,125.70440411422595,30.180581280694636,0.4809846506025926,Blood,60-69
-81.64097711718804,121.0123539212101,23.644353585625428,-4.489170000780976,Blood,60-69
-88.2142520193042,110.6909862601367,13.743849160533495,-2.3282660433565745,Blood,50-59
-83.92339232192506,109.5677716728723,34.30346670519599,-4.585178106071634,Blood,50-59
-87.60377859699194,124.350569235258,31.106574960284743,-7.663194118205241,Blood,40-49
-85.14201914485578,128.70995620343405,24.50296303154877,-5.428199359917745,Blood,50-59
-82.96041230403556,112.2431982381438,26.58255561278392,-7.560497161362462,Blood,50-59
-79.49733003778104,123.48290429877486,27.951593989342612,3.069747952050053,Blood,50-59
-83.26054505630827,112.93778672477244,28.046523846615365,-12.448030312035925,Blood,50-59
-96.24446372472939,109.32253766831376,33.34128737613639,-25.80801752689177,Blood,40-49
